model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/sentence-bert-swedish-cased,65542,KBLab,sentence-bert-swedish-cased,2026-06-18
https://huggingface.co/KBLab/bert-base-swedish-cased,77088,KBLab,bert-base-swedish-cased,2026-06-18
https://huggingface.co/KBLab/kb-whisper-tiny,908,KBLab,kb-whisper-tiny,2026-06-18
https://huggingface.co/KBLab/kb-whisper-base,615,KBLab,kb-whisper-base,2026-06-18
https://huggingface.co/KBLab/kb-whisper-small,1867,KBLab,kb-whisper-small,2026-06-18
https://huggingface.co/KBLab/kb-whisper-medium,426,KBLab,kb-whisper-medium,2026-06-18
https://huggingface.co/KBLab/kb-whisper-large,12153,KBLab,kb-whisper-large,2026-06-18
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,1698819,KBLab,wav2vec2-large-voxrex-swedish,2026-06-18
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,658,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2026-06-18
https://huggingface.co/KBLab/swedish-ocr-correction,57,KBLab,swedish-ocr-correction,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.wordpiece-32k-pretok.25k-steps,5,KBLab,megatron.bert-large.wordpiece-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.wordpiece-64k-pretok.25k-steps,4,KBLab,megatron.bert-large.wordpiece-64k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.unigram-64k-pretok.25k-steps,6,KBLab,megatron.bert-large.unigram-64k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.unigram-32k-pretok.25k-steps,5,KBLab,megatron.bert-large.unigram-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.spe-bpe-32k-pretok.25k-steps,4,KBLab,megatron.bert-large.spe-bpe-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-large.bpe-64k-no_pretok.25k-steps,3,KBLab,megatron.bert-large.bpe-64k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-64k-pretok.25k-steps,4,KBLab,megatron.bert-base.wordpiece-64k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-64k-no_pretok.25k-steps,4,KBLab,megatron.bert-base.wordpiece-64k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-32k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.wordpiece-32k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-32k-pretok.25k-steps,5,KBLab,megatron.bert-base.wordpiece-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.unigram-64k-pretok.25k-steps,3,KBLab,megatron.bert-base.unigram-64k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.unigram-64k-no_pretok.25k-steps,4,KBLab,megatron.bert-base.unigram-64k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.unigram-32k-pretok.25k-steps,4,KBLab,megatron.bert-base.unigram-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.unigram-32k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.unigram-32k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.spe-bpe-64k-pretok.25k-steps,5,KBLab,megatron.bert-base.spe-bpe-64k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.spe-bpe-64k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.spe-bpe-64k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.spe-bpe-32k-pretok.25k-steps,5,KBLab,megatron.bert-base.spe-bpe-32k-pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.bpe-64k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.bpe-64k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.spe-bpe-32k-no_pretok.25k-steps,3,KBLab,megatron.bert-base.spe-bpe-32k-no_pretok.25k-steps,2026-06-18
https://huggingface.co/KBLab/megatron.bert-base.bpe-32k-no_pretok.25k-steps,9,KBLab,megatron.bert-base.bpe-32k-no_pretok.25k-steps,2026-06-18
