model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,8897,KBLab,wav2vec2-large-xlsr-53-swedish,2024-02-21
https://huggingface.co/KBLab/robust-swedish-sentiment-multiclass,2178,KBLab,robust-swedish-sentiment-multiclass,2024-02-21
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,3000,KBLab,wav2vec2-large-voxrex-swedish,2024-02-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165-zero-shot,127,KBLab,megatron-bert-large-swedish-cased-165-zero-shot,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased,921,KBLab,bert-base-swedish-cased,2024-02-21
https://huggingface.co/KBLab/sentence-bert-swedish-cased,1733,KBLab,sentence-bert-swedish-cased,2024-02-21
https://huggingface.co/KBLab/emotional-classification,0,KBLab,emotional-classification,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-pos,239,KBLab,bert-base-swedish-cased-pos,2024-02-21
https://huggingface.co/KBLab/bart-base-swedish-cased,129,KBLab,bart-base-swedish-cased,2024-02-21
https://huggingface.co/KBLab/piper-tts-nst-swedish,0,KBLab,piper-tts-nst-swedish,2024-02-21
https://huggingface.co/KBLab/wav2vec2-large-voxrex,12,KBLab,wav2vec2-large-voxrex,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,81,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-new,5,KBLab,bert-base-swedish-cased-new,2024-02-21
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,5,KBLab,megatron-bert-base-swedish-cased-125k,2024-02-21
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,5,KBLab,megatron-bert-base-swedish-cased-600k,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-neriob,5,KBLab,bert-base-swedish-cased-neriob,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-ner,3630,KBLab,bert-base-swedish-cased-ner,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-squad-experimental,275,KBLab,bert-base-swedish-cased-squad-experimental,2024-02-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k,24,KBLab,megatron-bert-large-swedish-cased-165k,2024-02-21
https://huggingface.co/KBLab/whisper-large-rixvox,19,KBLab,whisper-large-rixvox,2024-02-21
https://huggingface.co/KBLab/whisper-small-rixvox,0,KBLab,whisper-small-rixvox,2024-02-21
https://huggingface.co/KBLab/whisper-tiny-rixvox,2,KBLab,whisper-tiny-rixvox,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,7,KBLab,bert-base-swedish-cased-reallysimple-ner,2024-02-21
https://huggingface.co/KBLab/albert-base-swedish-cased-alpha,20,KBLab,albert-base-swedish-cased-alpha,2024-02-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,29,KBLab,megatron-bert-large-swedish-cased-110k,2024-02-21
https://huggingface.co/KBLab/asr-voxrex-bart-base,6,KBLab,asr-voxrex-bart-base,2024-02-21
https://huggingface.co/KBLab/swedish-spacy-pipeline,56,KBLab,swedish-spacy-pipeline,2024-02-21
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,12,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2024-02-21
https://huggingface.co/KBLab/roberta-base-swedish-cased,30,KBLab,roberta-base-swedish-cased,2024-02-21
https://huggingface.co/KBLab/wav2vec2-base-voxpopuli-sv-swedish,5,KBLab,wav2vec2-base-voxpopuli-sv-swedish,2024-02-21
https://huggingface.co/KBLab/bert-base-swedish-cased-alpha,5,KBLab,bert-base-swedish-cased-alpha,2024-02-21
https://huggingface.co/KBLab/electra-base-swedish-cased-generator,8,KBLab,electra-base-swedish-cased-generator,2024-02-21
https://huggingface.co/KBLab/electra-base-swedish-cased-discriminator,4,KBLab,electra-base-swedish-cased-discriminator,2024-02-21
https://huggingface.co/KBLab/electra-small-swedish-cased-discriminator,4,KBLab,electra-small-swedish-cased-discriminator,2024-02-21
https://huggingface.co/KBLab/electra-small-swedish-cased-generator,5,KBLab,electra-small-swedish-cased-generator,2024-02-21
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,7,KB,electra-small-swedish-cased-discriminator,2024-02-21
https://huggingface.co/KB/bert-base-swedish-cased-ner,136282,KB,bert-base-swedish-cased-ner,2024-02-21
https://huggingface.co/KB/bert-base-swedish-cased,7185,KB,bert-base-swedish-cased,2024-02-21
https://huggingface.co/KB/ALL-MODELS-MOVED-TO-KBLAB,0,KB,ALL-MODELS-MOVED-TO-KBLAB,2024-02-21
