model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,0,KBLab,megatron-bert-large-swedish-cased-110k,2022-03-18
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,0,KBLab,megatron-bert-base-swedish-cased-125k,2022-03-18
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,10,KBLab,megatron-bert-base-swedish-cased-600k,2022-03-18
https://huggingface.co/KBLab/bert-base-swedish-cased-new,0,KBLab,bert-base-swedish-cased-new,2022-03-18
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,453,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2022-03-18
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,32,KBLab,bert-base-swedish-cased-reallysimple-ner,2022-03-18
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,1151,KBLab,wav2vec2-large-voxrex-swedish,2022-03-18
https://huggingface.co/KBLab/asr-voxrex-bart-base,10,KBLab,asr-voxrex-bart-base,2022-03-18
https://huggingface.co/KBLab/wav2vec2-large-voxrex,609,KBLab,wav2vec2-large-voxrex,2022-03-18
https://huggingface.co/KBLab/bart-base-swedish-cased,12,KBLab,bart-base-swedish-cased,2022-03-18
https://huggingface.co/KBLab/sentence-bert-swedish-cased,1988,KBLab,sentence-bert-swedish-cased,2022-03-18
https://huggingface.co/KBLab/swedish-spacy-pipeline,22,KBLab,swedish-spacy-pipeline,2022-03-18
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,32,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2022-03-18
https://huggingface.co/KBLab/roberta-base-swedish-cased,7,KBLab,roberta-base-swedish-cased,2022-03-18
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,112,KBLab,wav2vec2-large-xlsr-53-swedish,2022-03-18
https://huggingface.co/KBLab/wav2vec2-base-voxpopuli-sv-swedish,21,KBLab,wav2vec2-base-voxpopuli-sv-swedish,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased,25080,KB,bert-base-swedish-cased,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased-squad-experimental,136,KB,bert-base-swedish-cased-squad-experimental,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased-pos,179,KB,bert-base-swedish-cased-pos,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased-neriob,87,KB,bert-base-swedish-cased-neriob,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased-ner,3353,KB,bert-base-swedish-cased-ner,2022-03-18
https://huggingface.co/KB/bert-base-swedish-cased-alpha,24,KB,bert-base-swedish-cased-alpha,2022-03-18
https://huggingface.co/KB/electra-base-swedish-cased-generator,15,KB,electra-base-swedish-cased-generator,2022-03-18
https://huggingface.co/KB/electra-base-swedish-cased-discriminator,143,KB,electra-base-swedish-cased-discriminator,2022-03-18
https://huggingface.co/KB/albert-base-swedish-cased-alpha,252,KB,albert-base-swedish-cased-alpha,2022-03-18
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,5,KB,electra-small-swedish-cased-discriminator,2022-03-18
https://huggingface.co/KB/electra-small-swedish-cased-generator,3,KB,electra-small-swedish-cased-generator,2022-03-18
