model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/sentence-bert-swedish-cased,17790,KBLab,sentence-bert-swedish-cased,2026-05-30
https://huggingface.co/KBLab/bert-base-swedish-cased,82302,KBLab,bert-base-swedish-cased,2026-05-30
https://huggingface.co/KBLab/kb-whisper-tiny,587,KBLab,kb-whisper-tiny,2026-05-30
https://huggingface.co/KBLab/kb-whisper-base,6328,KBLab,kb-whisper-base,2026-05-30
https://huggingface.co/KBLab/kb-whisper-small,1997,KBLab,kb-whisper-small,2026-05-30
https://huggingface.co/KBLab/kb-whisper-medium,779,KBLab,kb-whisper-medium,2026-05-30
https://huggingface.co/KBLab/kb-whisper-large,27055,KBLab,kb-whisper-large,2026-05-30
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,170412,KBLab,wav2vec2-large-voxrex-swedish,2026-05-30
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,743,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2026-05-30
https://huggingface.co/KBLab/swedish-ocr-correction,9,KBLab,swedish-ocr-correction,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.wordpiece-32k-pretok.25k-steps,7,KBLab,megatron.bert-large.wordpiece-32k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.wordpiece-64k-pretok.25k-steps,4,KBLab,megatron.bert-large.wordpiece-64k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.unigram-64k-pretok.25k-steps,9,KBLab,megatron.bert-large.unigram-64k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.unigram-32k-pretok.25k-steps,6,KBLab,megatron.bert-large.unigram-32k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.spe-bpe-32k-pretok.25k-steps,7,KBLab,megatron.bert-large.spe-bpe-32k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-large.bpe-64k-no_pretok.25k-steps,4,KBLab,megatron.bert-large.bpe-64k-no_pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-64k-pretok.25k-steps,5,KBLab,megatron.bert-base.wordpiece-64k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-64k-no_pretok.25k-steps,6,KBLab,megatron.bert-base.wordpiece-64k-no_pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-32k-no_pretok.25k-steps,7,KBLab,megatron.bert-base.wordpiece-32k-no_pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.wordpiece-32k-pretok.25k-steps,8,KBLab,megatron.bert-base.wordpiece-32k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.unigram-64k-pretok.25k-steps,7,KBLab,megatron.bert-base.unigram-64k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.unigram-64k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.unigram-64k-no_pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.unigram-32k-pretok.25k-steps,5,KBLab,megatron.bert-base.unigram-32k-pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.unigram-32k-no_pretok.25k-steps,5,KBLab,megatron.bert-base.unigram-32k-no_pretok.25k-steps,2026-05-30
https://huggingface.co/KBLab/megatron.bert-base.spe-bpe-64k-pretok.25k-steps,9,KBLab,megatron.bert-base.spe-bpe-64k-pretok.25k-steps,2026-05-30
