model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/sentence-bert-swedish-cased,328,KBLab,sentence-bert-swedish-cased,2023-07-19
https://huggingface.co/KBLab/emotional-classification,155,KBLab,emotional-classification,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-pos,64,KBLab,bert-base-swedish-cased-pos,2023-07-19
https://huggingface.co/KBLab/bart-base-swedish-cased,40,KBLab,bart-base-swedish-cased,2023-07-19
https://huggingface.co/KBLab/robust-swedish-sentiment-multiclass,296,KBLab,robust-swedish-sentiment-multiclass,2023-07-19
https://huggingface.co/KBLab/piper-tts-nst-swedish,3,KBLab,piper-tts-nst-swedish,2023-07-19
https://huggingface.co/KBLab/wav2vec2-large-voxrex,15,KBLab,wav2vec2-large-voxrex,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,121,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2023-07-19
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,330,KBLab,wav2vec2-large-voxrex-swedish,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-new,69,KBLab,bert-base-swedish-cased-new,2023-07-19
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,10,KBLab,megatron-bert-base-swedish-cased-125k,2023-07-19
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,22,KBLab,megatron-bert-base-swedish-cased-600k,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased,275,KBLab,bert-base-swedish-cased,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-neriob,18,KBLab,bert-base-swedish-cased-neriob,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-ner,44,KBLab,bert-base-swedish-cased-ner,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-squad-experimental,29,KBLab,bert-base-swedish-cased-squad-experimental,2023-07-19
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k,52,KBLab,megatron-bert-large-swedish-cased-165k,2023-07-19
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165-zero-shot,135,KBLab,megatron-bert-large-swedish-cased-165-zero-shot,2023-07-19
https://huggingface.co/KBLab/whisper-large-rixvox,12,KBLab,whisper-large-rixvox,2023-07-19
https://huggingface.co/KBLab/whisper-small-rixvox,7,KBLab,whisper-small-rixvox,2023-07-19
https://huggingface.co/KBLab/whisper-tiny-rixvox,7,KBLab,whisper-tiny-rixvox,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,326,KBLab,bert-base-swedish-cased-reallysimple-ner,2023-07-19
https://huggingface.co/KBLab/albert-base-swedish-cased-alpha,39,KBLab,albert-base-swedish-cased-alpha,2023-07-19
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,3,KBLab,megatron-bert-large-swedish-cased-110k,2023-07-19
https://huggingface.co/KBLab/asr-voxrex-bart-base,7,KBLab,asr-voxrex-bart-base,2023-07-19
https://huggingface.co/KBLab/swedish-spacy-pipeline,1,KBLab,swedish-spacy-pipeline,2023-07-19
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,14,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2023-07-19
https://huggingface.co/KBLab/roberta-base-swedish-cased,9,KBLab,roberta-base-swedish-cased,2023-07-19
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,65,KBLab,wav2vec2-large-xlsr-53-swedish,2023-07-19
https://huggingface.co/KBLab/wav2vec2-base-voxpopuli-sv-swedish,9,KBLab,wav2vec2-base-voxpopuli-sv-swedish,2023-07-19
https://huggingface.co/KBLab/bert-base-swedish-cased-alpha,9,KBLab,bert-base-swedish-cased-alpha,2023-07-19
https://huggingface.co/KBLab/electra-base-swedish-cased-generator,72,KBLab,electra-base-swedish-cased-generator,2023-07-19
https://huggingface.co/KBLab/electra-base-swedish-cased-discriminator,8,KBLab,electra-base-swedish-cased-discriminator,2023-07-19
https://huggingface.co/KBLab/electra-small-swedish-cased-discriminator,2,KBLab,electra-small-swedish-cased-discriminator,2023-07-19
https://huggingface.co/KBLab/electra-small-swedish-cased-generator,9,KBLab,electra-small-swedish-cased-generator,2023-07-19
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,2,KB,electra-small-swedish-cased-discriminator,2023-07-19
https://huggingface.co/KB/bert-base-swedish-cased-ner,9657,KB,bert-base-swedish-cased-ner,2023-07-19
https://huggingface.co/KB/bert-base-swedish-cased,24227,KB,bert-base-swedish-cased,2023-07-19
https://huggingface.co/KB/ALL-MODELS-MOVED-TO-KBLAB,0,KB,ALL-MODELS-MOVED-TO-KBLAB,2023-07-19
