model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/wav2vec2-large-voxrex,8,KBLab,wav2vec2-large-voxrex,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,3919,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2023-04-21
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,290,KBLab,wav2vec2-large-voxrex-swedish,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-new,303,KBLab,bert-base-swedish-cased-new,2023-04-21
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,7,KBLab,megatron-bert-base-swedish-cased-125k,2023-04-21
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,13,KBLab,megatron-bert-base-swedish-cased-600k,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased,1847,KBLab,bert-base-swedish-cased,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-neriob,6,KBLab,bert-base-swedish-cased-neriob,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-ner,669,KBLab,bert-base-swedish-cased-ner,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-squad-experimental,130,KBLab,bert-base-swedish-cased-squad-experimental,2023-04-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k,43,KBLab,megatron-bert-large-swedish-cased-165k,2023-04-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165-zero-shot,20,KBLab,megatron-bert-large-swedish-cased-165-zero-shot,2023-04-21
https://huggingface.co/KBLab/whisper-large-rixvox,56,KBLab,whisper-large-rixvox,2023-04-21
https://huggingface.co/KBLab/whisper-small-rixvox,1,KBLab,whisper-small-rixvox,2023-04-21
https://huggingface.co/KBLab/whisper-tiny-rixvox,1,KBLab,whisper-tiny-rixvox,2023-04-21
https://huggingface.co/KBLab/sentence-bert-swedish-cased,955,KBLab,sentence-bert-swedish-cased,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,211,KBLab,bert-base-swedish-cased-reallysimple-ner,2023-04-21
https://huggingface.co/KBLab/albert-base-swedish-cased-alpha,13,KBLab,albert-base-swedish-cased-alpha,2023-04-21
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,4,KBLab,megatron-bert-large-swedish-cased-110k,2023-04-21
https://huggingface.co/KBLab/bart-base-swedish-cased,110,KBLab,bart-base-swedish-cased,2023-04-21
https://huggingface.co/KBLab/asr-voxrex-bart-base,7,KBLab,asr-voxrex-bart-base,2023-04-21
https://huggingface.co/KBLab/swedish-spacy-pipeline,3,KBLab,swedish-spacy-pipeline,2023-04-21
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,13,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2023-04-21
https://huggingface.co/KBLab/roberta-base-swedish-cased,6,KBLab,roberta-base-swedish-cased,2023-04-21
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,26,KBLab,wav2vec2-large-xlsr-53-swedish,2023-04-21
https://huggingface.co/KBLab/wav2vec2-base-voxpopuli-sv-swedish,56,KBLab,wav2vec2-base-voxpopuli-sv-swedish,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-pos,15,KBLab,bert-base-swedish-cased-pos,2023-04-21
https://huggingface.co/KBLab/bert-base-swedish-cased-alpha,9,KBLab,bert-base-swedish-cased-alpha,2023-04-21
https://huggingface.co/KBLab/electra-base-swedish-cased-generator,88,KBLab,electra-base-swedish-cased-generator,2023-04-21
https://huggingface.co/KBLab/electra-base-swedish-cased-discriminator,6,KBLab,electra-base-swedish-cased-discriminator,2023-04-21
https://huggingface.co/KBLab/electra-small-swedish-cased-discriminator,6,KBLab,electra-small-swedish-cased-discriminator,2023-04-21
https://huggingface.co/KBLab/electra-small-swedish-cased-generator,6,KBLab,electra-small-swedish-cased-generator,2023-04-21
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,3,KB,electra-small-swedish-cased-discriminator,2023-04-21
https://huggingface.co/KB/bert-base-swedish-cased-ner,9165,KB,bert-base-swedish-cased-ner,2023-04-21
https://huggingface.co/KB/bert-base-swedish-cased,15837,KB,bert-base-swedish-cased,2023-04-21
https://huggingface.co/KB/ALL-MODELS-MOVED-TO-KBLAB,0,KB,ALL-MODELS-MOVED-TO-KBLAB,2023-04-21
