model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/bert-base-swedish-cased-ner,201,KBLab,bert-base-swedish-cased-ner,2022-07-18
https://huggingface.co/KBLab/wav2vec2-large-voxrex,55,KBLab,wav2vec2-large-voxrex,2022-07-18
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,334,KBLab,wav2vec2-large-voxrex-swedish,2022-07-18
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,4,KBLab,megatron-bert-large-swedish-cased-110k,2022-07-18
https://huggingface.co/KBLab/bart-base-swedish-cased,18,KBLab,bart-base-swedish-cased,2022-07-18
https://huggingface.co/KBLab/sentence-bert-swedish-cased,1299,KBLab,sentence-bert-swedish-cased,2022-07-18
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k,19,KBLab,megatron-bert-large-swedish-cased-165k,2022-07-18
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,8,KBLab,megatron-bert-base-swedish-cased-125k,2022-07-18
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,16,KBLab,megatron-bert-base-swedish-cased-600k,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-new,10,KBLab,bert-base-swedish-cased-new,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,991,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,10,KBLab,bert-base-swedish-cased-reallysimple-ner,2022-07-18
https://huggingface.co/KBLab/asr-voxrex-bart-base,1,KBLab,asr-voxrex-bart-base,2022-07-18
https://huggingface.co/KBLab/swedish-spacy-pipeline,9,KBLab,swedish-spacy-pipeline,2022-07-18
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,5,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2022-07-18
https://huggingface.co/KBLab/roberta-base-swedish-cased,5,KBLab,roberta-base-swedish-cased,2022-07-18
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,91,KBLab,wav2vec2-large-xlsr-53-swedish,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased,10045,KBLab,bert-base-swedish-cased,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-squad-experimental,182,KBLab,bert-base-swedish-cased-squad-experimental,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-pos,310,KBLab,bert-base-swedish-cased-pos,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-neriob,44,KBLab,bert-base-swedish-cased-neriob,2022-07-18
https://huggingface.co/KBLab/bert-base-swedish-cased-alpha,73,KBLab,bert-base-swedish-cased-alpha,2022-07-18
https://huggingface.co/KBLab/electra-base-swedish-cased-generator,19,KBLab,electra-base-swedish-cased-generator,2022-07-18
https://huggingface.co/KBLab/electra-base-swedish-cased-discriminator,3,KBLab,electra-base-swedish-cased-discriminator,2022-07-18
https://huggingface.co/KBLab/albert-base-swedish-cased-alpha,28,KBLab,albert-base-swedish-cased-alpha,2022-07-18
https://huggingface.co/KBLab/electra-small-swedish-cased-discriminator,2,KBLab,electra-small-swedish-cased-discriminator,2022-07-18
https://huggingface.co/KBLab/electra-small-swedish-cased-generator,19,KBLab,electra-small-swedish-cased-generator,2022-07-18
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,3,KB,electra-small-swedish-cased-discriminator,2022-07-18
https://huggingface.co/KB/bert-base-swedish-cased-ner,17205,KB,bert-base-swedish-cased-ner,2022-07-18
https://huggingface.co/KB/bert-base-swedish-cased,19466,KB,bert-base-swedish-cased,2022-07-18
https://huggingface.co/KB/ALL-MODELS-MOVED-TO-KBLAB,0,KB,ALL-MODELS-MOVED-TO-KBLAB,2022-07-18
