model_url,downloads,organization,model_name,date
https://huggingface.co/KBLab/sentence-bert-swedish-cased,1157,KBLab,sentence-bert-swedish-cased,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased,7979,KBLab,bert-base-swedish-cased,2022-09-20
https://huggingface.co/KBLab/albert-base-swedish-cased-alpha,17,KBLab,albert-base-swedish-cased-alpha,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-ner,950,KBLab,bert-base-swedish-cased-ner,2022-09-20
https://huggingface.co/KBLab/wav2vec2-large-voxrex,34,KBLab,wav2vec2-large-voxrex,2022-09-20
https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,611,KBLab,wav2vec2-large-voxrex-swedish,2022-09-20
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-110k,1,KBLab,megatron-bert-large-swedish-cased-110k,2022-09-20
https://huggingface.co/KBLab/bart-base-swedish-cased,56,KBLab,bart-base-swedish-cased,2022-09-20
https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k,2,KBLab,megatron-bert-large-swedish-cased-165k,2022-09-20
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k,3,KBLab,megatron-bert-base-swedish-cased-125k,2022-09-20
https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k,17,KBLab,megatron-bert-base-swedish-cased-600k,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-new,69,KBLab,bert-base-swedish-cased-new,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-lowermix-reallysimple-ner,871,KBLab,bert-base-swedish-lowermix-reallysimple-ner,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-reallysimple-ner,8,KBLab,bert-base-swedish-cased-reallysimple-ner,2022-09-20
https://huggingface.co/KBLab/asr-voxrex-bart-base,3,KBLab,asr-voxrex-bart-base,2022-09-20
https://huggingface.co/KBLab/swedish-spacy-pipeline,2,KBLab,swedish-spacy-pipeline,2022-09-20
https://huggingface.co/KBLab/wav2vec2-large-voxpopuli-sv-swedish,11,KBLab,wav2vec2-large-voxpopuli-sv-swedish,2022-09-20
https://huggingface.co/KBLab/roberta-base-swedish-cased,2,KBLab,roberta-base-swedish-cased,2022-09-20
https://huggingface.co/KBLab/wav2vec2-large-xlsr-53-swedish,9,KBLab,wav2vec2-large-xlsr-53-swedish,2022-09-20
https://huggingface.co/KBLab/wav2vec2-base-voxpopuli-sv-swedish,5,KBLab,wav2vec2-base-voxpopuli-sv-swedish,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-squad-experimental,27,KBLab,bert-base-swedish-cased-squad-experimental,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-pos,2,KBLab,bert-base-swedish-cased-pos,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-neriob,1,KBLab,bert-base-swedish-cased-neriob,2022-09-20
https://huggingface.co/KBLab/bert-base-swedish-cased-alpha,14,KBLab,bert-base-swedish-cased-alpha,2022-09-20
https://huggingface.co/KBLab/electra-base-swedish-cased-generator,18,KBLab,electra-base-swedish-cased-generator,2022-09-20
https://huggingface.co/KBLab/electra-base-swedish-cased-discriminator,3,KBLab,electra-base-swedish-cased-discriminator,2022-09-20
https://huggingface.co/KBLab/electra-small-swedish-cased-discriminator,0,KBLab,electra-small-swedish-cased-discriminator,2022-09-20
https://huggingface.co/KBLab/electra-small-swedish-cased-generator,3,KBLab,electra-small-swedish-cased-generator,2022-09-20
https://huggingface.co/KB/electra-small-swedish-cased-discriminator,2,KB,electra-small-swedish-cased-discriminator,2022-09-20
https://huggingface.co/KB/bert-base-swedish-cased-ner,19250,KB,bert-base-swedish-cased-ner,2022-09-20
https://huggingface.co/KB/bert-base-swedish-cased,17127,KB,bert-base-swedish-cased,2022-09-20
https://huggingface.co/KB/ALL-MODELS-MOVED-TO-KBLAB,0,KB,ALL-MODELS-MOVED-TO-KBLAB,2022-09-20
